-0.0300417,0
-0.0457899,0
-0.0231178,0
-0.0401743,0
0.111401,0
-0.0313528,0
-0.0602873,0
-0.037598,0
-0.000603413,0
-0.00951283,0
0.0214625,0
-0.0143321,0
-0.0186729,0
-0.0453943,0
-0.06976,0
-0.0280923,0
-0.0318323,0
-0.0429364,0
-0.0560039,0
-0.0431829,0
-0.0594881,0
0.00206581,0
-0.0229121,0
-0.0556902,0
-0.0196614,0
-0.0515229,0
-0.0412111,0
0.116308,0
0.11428,0
-0.0733137,0
-0.0263247,0
0.0114864,0
-0.057841,0
-0.0304423,0
-0.0483567,0
-0.0172109,0
-0.0219262,0
0.027895,0
-0.0404132,0
0.0192663,0
-0.036263,0
0.0267123,0
-0.025517,0
-0.00643726,0
-0.0688606,0
0.00970888,0
-0.0358507,0
-0.0782615,0
0.0176171,0
-0.0621234,0
-0.0228808,0
-0.0532772,0
0.00216118,0
0.00140699,0
-0.0530361,0
-0.0550065,0
-0.0129052,0
-0.0434474,0
-0.0629908,0
-0.0589213,0
0.00810802,0
0.0207657,0
-0.0567032,0
0.147577,0
-0.0532911,0
-0.0547769,0
-0.0289042,0
-0.0450444,0
0.0122161,0
-0.0616907,0
-0.0597171,0
0.0092831,0
-0.043541,0
-0.0436113,0
-0.0619648,0
-0.0482127,0
-0.0439691,0
-0.0430522,0
-0.0579921,0
-0.0509837,0
-0.0434155,0
-0.0392149,0
-0.0220894,0
-0.00478051,0
-0.0139043,0
-0.0545466,0
-0.0483841,0
-0.032965,0
-0.0516009,0
-0.0433818,0
0.0406083,0
0.0110377,0
-0.0336131,0
-0.0611459,0
-0.0268519,0
-0.0244259,0
-0.0538585,0
-0.0674533,0
0.0360126,0
-0.0658662,0
-0.0548988,0
0.00061702,0
-0.0479907,0
-0.0343002,0
-0.0325401,0
0.102711,0
-0.0231713,0
0.0836001,0
-0.0465154,0
-0.0592232,0
-0.0257123,0
-0.0446218,0
0.0155859,0
-0.039703,0
0.0105937,0
-0.00856708,0
-0.0380272,0
-0.0429849,0
-0.0244228,0
-0.0653273,0
-0.0445769,0
-0.0714508,0
-0.0753191,0
-0.0226738,0
-0.0255343,0
0.0230351,0
-0.0100473,0
-0.0116082,0
-0.0463562,0
0.00378351,0
0.0159296,0
-0.04659,0
-0.0254232,0
-0.0828081,0
-0.032993,0
-0.0354915,0
-0.0318131,0
-0.0455307,0
-0.0518154,0
-0.0387477,0
-0.0429907,0
-0.0711447,0
-0.055893,0
0.0948382,0
-0.0457501,0
-0.0358161,0
-0.00790037,0
-0.0654822,0
-0.0742042,0
-0.0227212,0
0.156349,0
0.00629455,0
-0.0260516,0
0.0240431,0
0.00612059,0
-0.0354487,0
-0.0202801,0
-0.0439935,0
-0.0192649,0
-0.0592757,0
-0.0360604,0
-0.0140043,0
0.0148513,0
0.0247859,0
-0.0681675,0
-0.0469343,0
-0.0322694,0
-0.0482041,0
-0.0408221,0
-0.0205927,0
-0.0492562,0
0.0117308,0
0.0129998,0
-0.0659453,0
